rule,name,value
ruler_267_lr-rev,differential,0
ruler_268_lr,differential,0
ruler_268_lr-rev,differential,0
ruler_269_r,differential,0
ruler_270_r,differential,0
ruler_271_r,differential,0
ruler_272_r,differential,0
ruler_273_r,differential,0
ruler_274_r,differential,0
ruler_275_r,differential,0
ruler_276_r,differential,0
ruler_277_r,differential,0
ruler_278_r,differential,0
ruler_279_r,differential,2.013
ruler_280_r,differential,2.013
ruler_281_r,differential,2.013
ruler_282_r,differential,2.013
ruler_283_r,differential,2.013
ruler_284_r,differential,2.013
ruler_285_r,differential,2.013
ruler_286_r,differential,2.013
ruler_287_r,differential,2.013
ruler_288_r,differential,2.013
ruler_289_r,differential,2.013
ruler_290_r,differential,2.013
ruler_291_r,differential,2.013
ruler_292_r,differential,2.013
ruler_293_r,differential,2.013
ruler_294_r,differential,2.013
ruler_295_r,differential,2.013
ruler_296_r,differential,2.013
ruler_297_r,differential,2.013
ruler_298_r,differential,2.013
ruler_299_r,differential,2.013
ruler_300_r,differential,2.013
ruler_301_r,differential,2.013
ruler_302_r,differential,2.013
ruler_303_r,differential,2.013
ruler_304_r,differential,2.013
ruler_305_r,differential,2.013
ruler_306_r,differential,2.013
ruler_307_r,differential,2.013
ruler_308_r,differential,2.013
ruler_309_r,differential,2.013
ruler_310_r,differential,2.013
ruler_311_r,differential,2.013
ruler_312_r,differential,2.013
ruler_313_r,differential,2.013
ruler_314_r,differential,2.013
ruler_315_r,differential,2.013
ruler_316_r,differential,2.013
ruler_317_r,differential,2.013
ruler_318_r,differential,2.013
ruler_319_r,differential,2.013
ruler_320_r,differential,2.013
ruler_321_r,differential,2.013
ruler_322_r,differential,2.013
ruler_323_r,differential,2.013
ruler_324_r,differential,2.013
ruler_325_r,differential,2.013
ruler_326_r,differential,2.013
ruler_327_r,differential,2.013
ruler_328_r,differential,2.013
ruler_329_r,differential,2.013
ruler_330_r,differential,2.013
ruler_331_r,differential,2.013
ruler_332_r,differential,2.013
ruler_333_r,differential,2.013
ruler_334_r,differential,2.013
ruler_335_r,differential,2.013
ruler_336_r,differential,2.013
ruler_337_r,differential,2.013
ruler_338_r,differential,2.013
ruler_339_r,differential,2.013
ruler_340_r,differential,2.013
ruler_341_r,differential,2.013
ruler_342_r,differential,2.013
ruler_343_r,differential,2.013
ruler_344_r,differential,2.013
ruler_345_r,differential,2.013
ruler_346_r,differential,2.013
ruler_347_r,differential,2.013
ruler_348_r,differential,2.013
ruler_349_r,differential,2.013
ruler_350_r,differential,2.013
ruler_351_r,differential,2.013
ruler_352_r,differential,2.013
ruler_353_r,differential,2.013
ruler_354_r,differential,2.013
ruler_355_r,differential,2.013
ruler_356_r,differential,2.013
ruler_357_r,differential,2.013
ruler_358_r,differential,2.013
ruler_359_r,differential,2.013
ruler_360_r,differential,0.0129999999999999
ruler_361_r,differential,0.0129999999999999
ruler_362_r,differential,0.0129999999999999
ruler_363_r,differential,-1.9770000000000003
ruler_364_r,differential,-1.9770000000000003
ruler_365_r,differential,-1.9770000000000003
ruler_366_r,differential,0.0129999999999999
ruler_367_r,differential,-1.9770000000000003
ruler_368_r,differential,0.0129999999999999
ruler_369_r,differential,-1.9770000000000003
ruler_370_r,differential,0.0129999999999999
ruler_371_r,differential,0.0129999999999999
ruler_372_r,differential,0.0129999999999999
ruler_373_r,differential,-1.9770000000000003
ruler_374_r,differential,-1.9770000000000003
ruler_375_r,differential,-1.9770000000000003
ruler_376_r,differential,0.0129999999999999
ruler_377_r,differential,-1.9770000000000003
ruler_378_r,differential,-1.9770000000000003
ruler_379_r,differential,-1.9770000000000003
ruler_380_r,differential,-1.9770000000000003
ruler_381_r,differential,0.0129999999999999
ruler_382_r,differential,0.0129999999999999
ruler_383_r,differential,0.0129999999999999
ruler_384_r,differential,0.0129999999999999
ruler_385_r,differential,-1.9770000000000003
ruler_386_r,differential,0.0129999999999999
ruler_387_r,differential,-1.9770000000000003
ruler_388_r,differential,0.0129999999999999
ruler_389_r,differential,-1.9770000000000003
ruler_390_r,differential,0.0129999999999999
ruler_391_r,differential,0.0129999999999999
ruler_392_r,differential,-1.9770000000000003
ruler_393_r,differential,-1.9770000000000003
ruler_394_r,differential,0.0129999999999999
ruler_395_r,differential,-1.9770000000000003
ruler_396_r,differential,0.0129999999999999
ruler_397_r,differential,0.0129999999999999
ruler_398_r,differential,-1.9770000000000003
ruler_399_r,differential,-1.9770000000000003
ruler_400_r,differential,0.0129999999999999
ruler_401_r,differential,-1.9770000000000003
ruler_402_r,differential,0.0129999999999999
ruler_403_r,differential,-1.9770000000000003
ruler_404_r,differential,0.0129999999999999
ruler_405_r,differential,0.0129999999999999
ruler_406_r,differential,0.0129999999999999
ruler_407_r,differential,-1.9770000000000003
ruler_408_r,differential,-1.9770000000000003
ruler_409_r,differential,-1.9770000000000003
ruler_410_r,differential,0.0129999999999999
ruler_411_r,differential,-1.9770000000000003
ruler_412_r,differential,0.0129999999999999
ruler_413_r,differential,0.0129999999999999
ruler_414_r,differential,-1.9770000000000003
ruler_415_r,differential,-1.9770000000000003
ruler_416_r,differential,0.0129999999999999
ruler_417_r,differential,-1.9770000000000003
ruler_418_r,differential,0.0129999999999999
ruler_419_r,differential,0.0129999999999999
ruler_420_r,differential,-1.9770000000000003
ruler_421_r,differential,-1.9770000000000003
ruler_422_r,differential,0.0129999999999999
ruler_423_r,differential,-1.9770000000000003
ruler_424_r,differential,0.0129999999999999
ruler_425_r,differential,-1.9770000000000003
ruler_426_r,differential,0.0129999999999999
ruler_427_r,differential,-1.9770000000000003
ruler_428_r,differential,0.0129999999999999
ruler_429_r,differential,-1.9770000000000003
ruler_430_r,differential,0.0129999999999999
ruler_431_r,differential,-1.9770000000000003
ruler_432_r,differential,0.0129999999999999
ruler_433_r,differential,-1.9770000000000003
ruler_434_r,differential,0.0129999999999999
ruler_435_r,differential,-1.9770000000000003
ruler_436_r,differential,0.0129999999999999
ruler_437_r,differential,-1.9770000000000003
ruler_438_r,differential,0.0129999999999999
ruler_439_r,differential,0.0129999999999999
ruler_440_r,differential,0.0129999999999999
ruler_441_r,differential,0.0129999999999999
ruler_442_r,differential,0.0129999999999999
ruler_443_r,differential,-1.9770000000000003
ruler_444_r,differential,-1.9770000000000003
ruler_445_r,differential,-1.9770000000000003
ruler_446_r,differential,-1.9770000000000003
ruler_447_r,differential,-1.9770000000000003
ruler_448_r,differential,0.0129999999999999
ruler_449_r,differential,0.0129999999999999
ruler_450_r,differential,0.0129999999999999
ruler_451_r,differential,-1.9770000000000003
ruler_452_r,differential,-1.9770000000000003
ruler_453_r,differential,-1.9770000000000003
ruler_454_r,differential,0.0129999999999999
ruler_455_r,differential,-1.9770000000000003
ruler_456_r,differential,0.0129999999999999
ruler_457_r,differential,-1.9770000000000003
ruler_458_r,differential,0.0129999999999999
ruler_459_r,differential,-1.9770000000000003
ruler_460_r,differential,-1.9770000000000003
ruler_461_r,differential,-1.9770000000000003
ruler_462_r,differential,-1.9770000000000003
ruler_463_r,differential,0.0129999999999999
ruler_464_r,differential,0.0129999999999999
ruler_465_r,differential,0.0129999999999999
ruler_466_r,differential,0.0129999999999999
ruler_467_r,differential,-1.9770000000000003
ruler_468_r,differential,0.0129999999999999
ruler_469_r,differential,-1.9770000000000003
ruler_470_r,differential,0.0129999999999999
ruler_471_r,differential,-1.9770000000000003
ruler_472_r,differential,0.0129999999999999
ruler_473_r,differential,-1.9770000000000003
ruler_474_r,differential,0.0129999999999999
ruler_475_r,differential,-1.9770000000000003
ruler_476_r,differential,0.0129999999999999
ruler_477_r,differential,-1.9770000000000003
ruler_478_r,differential,0.0129999999999999
ruler_479_r,differential,-1.9770000000000003
ruler_480_r,differential,0.0129999999999999
ruler_481_r,differential,-1.9770000000000003
ruler_482_r,differential,0.0129999999999999
ruler_483_r,differential,-1.9770000000000003
ruler_484_r,differential,0.0129999999999999
ruler_485_r,differential,-1.9770000000000003
ruler_486_r,differential,0.0129999999999999
ruler_487_r,differential,0.0129999999999999
ruler_488_r,differential,-1.9770000000000003
ruler_489_r,differential,-1.9770000000000003
ruler_490_r,differential,0.0129999999999999
ruler_491_r,differential,-1.9770000000000003
ruler_492_r,differential,0.0129999999999999
ruler_493_r,differential,-1.9770000000000003
ruler_494_r,differential,0.0129999999999999
ruler_495_r,differential,0.0129999999999999
ruler_496_r,differential,0.0129999999999999
ruler_497_r,differential,0.0129999999999999
ruler_498_r,differential,0.0129999999999999
ruler_499_r,differential,-1.9770000000000003
ruler_500_r,differential,-1.9770000000000003
ruler_501_r,differential,-1.9770000000000003
ruler_502_r,differential,-1.9770000000000003
ruler_503_r,differential,-1.9770000000000003
ruler_504_r,differential,0.0129999999999999
ruler_505_r,differential,-1.9770000000000003
ruler_506_r,differential,0.0129999999999999
ruler_507_r,differential,-1.9770000000000003
ruler_508_r,differential,0.0129999999999999
ruler_509_r,differential,-1.9770000000000003
ruler_510_r,differential,0.0129999999999999
ruler_511_r,differential,-1.9770000000000003
ruler_512_r,differential,0.0129999999999999
ruler_513_r,differential,-1.9770000000000003
ruler_514_r,differential,0.0129999999999999
ruler_515_r,differential,-1.9770000000000003
ruler_516_r,differential,0.0129999999999999
ruler_517_r,differential,-1.9770000000000003
ruler_518_r,differential,0.0129999999999999
ruler_519_r,differential,-1.9770000000000003
ruler_520_r,differential,0.0129999999999999
ruler_521_r,differential,0.0129999999999999
ruler_522_r,differential,0.0129999999999999
ruler_523_r,differential,-1.9770000000000003
ruler_524_r,differential,-1.9770000000000003
ruler_525_r,differential,-1.9770000000000003
ruler_526_r,differential,0.0129999999999999
ruler_527_r,differential,-1.9770000000000003
ruler_528_r,differential,0.0129999999999999
ruler_529_r,differential,-1.9770000000000003
ruler_530_r,differential,-1.9889999999999999
ruler_531_r,differential,-1.9889999999999999
ruler_532_r,differential,-1.9889999999999999
ruler_533_lr,differential,-1.9889999999999999
ruler_533_lr-rev,differential,1.9889999999999999
ruler_534_r,differential,-1.9889999999999999
ruler_535_r,differential,-1.9889999999999999
ruler_536_r,differential,-1.9889999999999999
ruler_537_r,differential,-1.9889999999999999
ruler_538_r,differential,-1.9889999999999999
ruler_539_r,differential,1.9889999999999999
ruler_540_r,differential,-1.9889999999999999
ruler_541_r,differential,-1.9889999999999999
ruler_542_lr,differential,-1.9889999999999999
ruler_542_lr-rev,differential,1.9889999999999999
ruler_543_lr,differential,-1.9889999999999999
ruler_543_lr-rev,differential,1.9889999999999999
ruler_544_r,differential,1.9889999999999999
ruler_545_lr,differential,-1.9889999999999999
ruler_545_lr-rev,differential,1.9889999999999999
ruler_546_r,differential,1.9889999999999999
ruler_547_r,differential,1.9889999999999999
ruler_548_r,differential,1.9889999999999999
ruler_549_lr,differential,-1.9889999999999999
ruler_549_lr-rev,differential,1.9889999999999999
ruler_550_lr,differential,-1.9889999999999999
ruler_550_lr-rev,differential,1.9889999999999999
ruler_551_lr,differential,-1.9889999999999999
ruler_551_lr-rev,differential,1.9889999999999999
ruler_552_lr,differential,-1.9889999999999999
ruler_552_lr-rev,differential,1.9889999999999999
ruler_553_lr,differential,-1.9889999999999999
ruler_553_lr-rev,differential,1.9889999999999999
ruler_554_r,differential,-1.9889999999999999
ruler_555_r,differential,-1.9889999999999999
ruler_556_r,differential,-1.9889999999999999
ruler_557_r,differential,-1.9889999999999999
ruler_558_r,differential,-1.9889999999999999
ruler_559_r,differential,-1.9889999999999999
ruler_560_r,differential,-1.9889999999999999
ruler_561_r,differential,-1.9889999999999999
ruler_562_r,differential,-1.9889999999999999
ruler_563_lr,differential,-1.9889999999999999
ruler_563_lr-rev,differential,1.9889999999999999
ruler_564_r,differential,1.9889999999999999
ruler_565_r,differential,-1.9889999999999999
ruler_566_r,differential,-1.9889999999999999
ruler_567_r,differential,-1.9889999999999999
ruler_568_r,differential,-1.9889999999999999
ruler_569_r,differential,-1.9889999999999999
ruler_570_r,differential,-1.9889999999999999
ruler_571_r,differential,-1.9889999999999999
ruler_572_r,differential,-1.9889999999999999
ruler_573_r,differential,-1.9889999999999999
ruler_574_r,differential,-1.9889999999999999
ruler_575_r,differential,-1.9889999999999999
ruler_576_r,differential,-1.9889999999999999
ruler_577_r,differential,-1.9889999999999999
ruler_578_r,differential,-1.9889999999999999
ruler_579_r,differential,-1.9889999999999999
ruler_580_r,differential,-1.9889999999999999
ruler_581_r,differential,-1.9889999999999999
ruler_582_r,differential,-1.9889999999999999
ruler_583_r,differential,-1.9889999999999999
ruler_584_r,differential,-1.9889999999999999
ruler_585_r,differential,-1.9889999999999999
ruler_586_lr,differential,-1.9889999999999999
ruler_586_lr-rev,differential,1.9889999999999999
ruler_587_lr,differential,-1.9889999999999999
ruler_587_lr-rev,differential,1.9889999999999999
ruler_588_r,differential,1.9889999999999999
ruler_589_r,differential,1.9889999999999999
ruler_590_r,differential,1.9889999999999999
ruler_591_lr,differential,-1.9889999999999999
ruler_591_lr-rev,differential,1.9889999999999999
ruler_592_r,differential,-1.9889999999999999
ruler_593_r,differential,-1.9889999999999999
ruler_594_r,differential,-1.9889999999999999
ruler_595_r,differential,-1.9889999999999999
ruler_596_r,differential,-1.9889999999999999
ruler_597_r,differential,-1.9889999999999999
ruler_598_r,differential,-1.9889999999999999
ruler_599_r,differential,-1.9889999999999999
ruler_600_r,differential,-1.9889999999999999
ruler_601_r,differential,-1.9889999999999999
ruler_602_r,differential,-1.9889999999999999
ruler_603_r,differential,-1.9889999999999999
ruler_604_r,differential,-1.9889999999999999
ruler_605_r,differential,-1.9889999999999999
ruler_606_r,differential,-1.9889999999999999
ruler_607_r,differential,-1.9889999999999999
ruler_608_r,differential,-1.9889999999999999
ruler_609_r,differential,-1.9889999999999999
ruler_610_r,differential,-1.9889999999999999
ruler_611_lr,differential,-1.9889999999999999
ruler_611_lr-rev,differential,1.9889999999999999
ruler_612_r,differential,-1.9889999999999999
ruler_613_r,differential,1.9889999999999999
ruler_614_r,differential,-1.9889999999999999
ruler_615_lr,differential,-1.9889999999999999
ruler_615_lr-rev,differential,1.9889999999999999
ruler_616_r,differential,-1.9889999999999999
ruler_617_r,differential,-1.9889999999999999
ruler_618_r,differential,1.9889999999999999
ruler_619_lr,differential,-1.9889999999999999
ruler_619_lr-rev,differential,1.9889999999999999
ruler_620_r,differential,-1.9889999999999999
ruler_621_r,differential,-1.9889999999999999
ruler_622_lr,differential,-1.9889999999999999
ruler_622_lr-rev,differential,1.9889999999999999
ruler_623_r,differential,1.9889999999999999
ruler_624_r,differential,1.9889999999999999
ruler_625_r,differential,1.9889999999999999
ruler_626_lr,differential,-1.9889999999999999
ruler_626_lr-rev,differential,1.9889999999999999
ruler_627_r,differential,1.9889999999999999
ruler_628_lr,differential,-1.9889999999999999
ruler_628_lr-rev,differential,1.9889999999999999
ruler_629_lr,differential,-1.9889999999999999
ruler_629_lr-rev,differential,1.9889999999999999
ruler_630_lr,differential,-1.9889999999999999
ruler_630_lr-rev,differential,1.9889999999999999
ruler_631_r,differential,1.9889999999999999
ruler_632_r,differential,1.9889999999999999
ruler_633_r,differential,-1.9889999999999999
ruler_634_r,differential,-1.9889999999999999
ruler_635_lr,differential,-1.9889999999999999
ruler_635_lr-rev,differential,1.9889999999999999
ruler_636_r,differential,-1.9889999999999999
ruler_637_r,differential,-1.9889999999999999
ruler_638_lr,differential,-1.9889999999999999
ruler_638_lr-rev,differential,1.9889999999999999
ruler_639_r,differential,1.9889999999999999
ruler_640_r,differential,1.9889999999999999
ruler_641_r,differential,-1.9889999999999999
ruler_642_r,differential,-1.9889999999999999
ruler_643_lr,differential,-1.9889999999999999
ruler_643_lr-rev,differential,1.9889999999999999
ruler_644_r,differential,-1.9889999999999999
ruler_645_r,differential,-1.9889999999999999
ruler_646_lr,differential,-1.9889999999999999
ruler_646_lr-rev,differential,1.9889999999999999
ruler_647_r,differential,-1.9889999999999999
ruler_648_r,differential,-1.9889999999999999
ruler_649_lr,differential,-1.9889999999999999
ruler_649_lr-rev,differential,1.9889999999999999
ruler_650_r,differential,-1.9889999999999999
ruler_651_r,differential,-1.9889999999999999
ruler_652_r,differential,-1.9889999999999999
ruler_653_r,differential,-1.9889999999999999
ruler_654_r,differential,-1.9889999999999999
ruler_655_r,differential,-1.9889999999999999
ruler_656_r,differential,-1.9889999999999999
ruler_657_r,differential,-1.9889999999999999
ruler_658_r,differential,-1.9889999999999999
ruler_659_r,differential,-1.9889999999999999
ruler_660_r,differential,1.9889999999999999
ruler_661_r,differential,-1.9889999999999999
ruler_662_r,differential,-1.9889999999999999
ruler_663_r,differential,-1.9889999999999999
ruler_664_lr,differential,-1.9889999999999999
ruler_664_lr-rev,differential,1.9889999999999999
ruler_665_lr,differential,-1.9889999999999999
ruler_665_lr-rev,differential,1.9889999999999999
ruler_666_r,differential,1.9889999999999999
ruler_667_lr,differential,-1.9889999999999999
ruler_667_lr-rev,differential,1.9889999999999999
ruler_668_lr,differential,-1.9889999999999999
ruler_668_lr-rev,differential,1.9889999999999999
ruler_669_lr,differential,-1.9889999999999999
ruler_669_lr-rev,differential,1.9889999999999999
ruler_670_r,differential,1.9889999999999999
ruler_671_r,differential,1.9889999999999999
ruler_672_lr,differential,-1.9889999999999999
ruler_672_lr-rev,differential,1.9889999999999999
ruler_673_lr,differential,-1.9889999999999999
ruler_673_lr-rev,differential,1.9889999999999999
ruler_674_r,differential,1.9889999999999999
ruler_675_lr,differential,-1.9889999999999999
ruler_675_lr-rev,differential,1.9889999999999999
ruler_676_r,differential,-1.9889999999999999
ruler_677_r,differential,-1.9889999999999999
ruler_678_r,differential,-1.9889999999999999
ruler_679_lr,differential,-1.9889999999999999
ruler_679_lr-rev,differential,1.9889999999999999
ruler_680_r,differential,1.9889999999999999
ruler_681_lr,differential,-1.9889999999999999
ruler_681_lr-rev,differential,1.9889999999999999
ruler_682_r,differential,-1.9889999999999999
ruler_683_r,differential,-1.9889999999999999
ruler_684_r,differential,-1.9889999999999999
ruler_685_r,differential,-1.9889999999999999
ruler_686_r,differential,-1.9889999999999999
ruler_687_r,differential,-1.9889999999999999
ruler_688_r,differential,-1.9889999999999999
ruler_689_r,differential,-1.9889999999999999
ruler_690_r,differential,1.9889999999999999
ruler_691_r,differential,-1.9889999999999999
ruler_692_r,differential,-1.9889999999999999
ruler_693_r,differential,-1.9889999999999999
ruler_694_r,differential,-1.9889999999999999
ruler_695_r,differential,-1.9889999999999999
ruler_696_r,differential,-1.9889999999999999
ruler_697_r,differential,-1.9889999999999999
ruler_698_r,differential,-1.9889999999999999
ruler_699_r,differential,-1.9889999999999999
ruler_700_r,differential,-1.9889999999999999
ruler_701_r,differential,-1.9889999999999999
ruler_702_r,differential,-1.9889999999999999
ruler_703_r,differential,-1.9889999999999999
ruler_704_lr,differential,-1.9889999999999999
ruler_704_lr-rev,differential,1.9889999999999999
ruler_705_r,differential,-1.9889999999999999
ruler_706_r,differential,-1.9889999999999999
ruler_707_r,differential,-1.9889999999999999
ruler_708_r,differential,-1.9889999999999999
ruler_709_r,differential,1.9889999999999999
ruler_710_lr,differential,-1.9889999999999999
ruler_710_lr-rev,differential,1.9889999999999999
ruler_711_lr,differential,-1.9889999999999999
ruler_711_lr-rev,differential,1.9889999999999999
ruler_712_lr,differential,-1.9889999999999999
ruler_712_lr-rev,differential,1.9889999999999999
ruler_713_lr,differential,-1.9889999999999999
ruler_713_lr-rev,differential,1.9889999999999999
ruler_714_lr,differential,-1.9889999999999999
ruler_714_lr-rev,differential,1.9889999999999999
ruler_715_r,differential,1.9889999999999999
ruler_716_r,differential,1.9889999999999999
ruler_717_r,differential,1.9889999999999999
ruler_718_r,differential,-1.9889999999999999
ruler_719_r,differential,-1.9889999999999999
ruler_720_r,differential,-1.9889999999999999
ruler_721_r,differential,-1.9889999999999999
ruler_722_r,differential,-1.9889999999999999
ruler_723_r,differential,-1.9889999999999999
ruler_724_r,differential,-1.9889999999999999
ruler_725_r,differential,-1.9889999999999999
ruler_726_r,differential,-1.9889999999999999
ruler_727_r,differential,-1.9889999999999999
ruler_728_r,differential,-1.9889999999999999
ruler_729_r,differential,-1.9889999999999999
ruler_730_r,differential,-1.9889999999999999
ruler_731_r,differential,-1.9889999999999999
ruler_732_r,differential,-1.9889999999999999
ruler_733_r,differential,-1.9889999999999999
ruler_734_r,differential,-1.9889999999999999
ruler_735_r,differential,-1.9889999999999999
ruler_736_r,differential,-1.9889999999999999
ruler_737_r,differential,-1.9889999999999999
ruler_738_r,differential,-1.9889999999999999
ruler_739_lr,differential,-1.9889999999999999
ruler_739_lr-rev,differential,1.9889999999999999
ruler_740_r,differential,-1.9889999999999999
ruler_741_r,differential,1.9889999999999999
ruler_742_r,differential,-1.9889999999999999
ruler_743_r,differential,1.9889999999999999
ruler_744_r,differential,1.9889999999999999
ruler_745_lr,differential,-1.9889999999999999
ruler_745_lr-rev,differential,1.9889999999999999
ruler_746_r,differential,-1.9889999999999999
ruler_747_r,differential,-1.9889999999999999
ruler_748_lr,differential,-1.9889999999999999
ruler_748_lr-rev,differential,1.9889999999999999
ruler_749_r,differential,-1.9889999999999999
ruler_750_r,differential,-1.9889999999999999
ruler_751_r,differential,1.9889999999999999
ruler_752_lr,differential,-1.9889999999999999
ruler_752_lr-rev,differential,1.9889999999999999
ruler_753_r,differential,-1.9889999999999999
ruler_754_r,differential,-1.9889999999999999
ruler_755_lr,differential,-1.9889999999999999
ruler_755_lr-rev,differential,1.9889999999999999
ruler_756_r,differential,-1.9889999999999999
ruler_757_r,differential,-1.9889999999999999
ruler_758_lr,differential,-1.9889999999999999
ruler_758_lr-rev,differential,1.9889999999999999
ruler_759_r,differential,-1.9889999999999999
ruler_760_lr,differential,-1.9889999999999999
ruler_760_lr-rev,differential,1.9889999999999999
ruler_761_r,differential,-1.9889999999999999
ruler_762_r,differential,-1.9889999999999999
ruler_763_r,differential,-1.9889999999999999
ruler_764_r,differential,1.9889999999999999
ruler_765_lr,differential,-1.9889999999999999
ruler_765_lr-rev,differential,1.9889999999999999
ruler_766_lr,differential,-1.9889999999999999
ruler_766_lr-rev,differential,1.9889999999999999
ruler_767_lr,differential,-1.9889999999999999
ruler_767_lr-rev,differential,1.9889999999999999
ruler_768_r,differential,1.9889999999999999
ruler_769_r,differential,1.9889999999999999
ruler_770_r,differential,1.9889999999999999
ruler_771_r,differential,1.9889999999999999
ruler_772_r,differential,1.9889999999999999
ruler_773_r,differential,-1.9889999999999999
ruler_774_r,differential,-1.9889999999999999
ruler_775_lr,differential,-1.9889999999999999
ruler_775_lr-rev,differential,1.9889999999999999
ruler_776_r,differential,-1.9889999999999999
ruler_777_r,differential,-1.9889999999999999
ruler_778_lr,differential,-1.9889999999999999
ruler_778_lr-rev,differential,1.9889999999999999
ruler_779_lr,differential,0
ruler_779_lr-rev,differential,0
ruler_780_lr,differential,0
ruler_780_lr-rev,differential,0
ruler_781_lr,differential,0
ruler_781_lr-rev,differential,0
ruler_782_lr,differential,0
ruler_782_lr-rev,differential,0
ruler_783_lr,differential,0
ruler_783_lr-rev,differential,0
ruler_784_lr,differential,0
ruler_784_lr-rev,differential,0
ruler_785_lr,differential,0
ruler_785_lr-rev,differential,0
ruler_786_lr,differential,0
ruler_786_lr-rev,differential,0
ruler_787_r,differential,0
ruler_788_r,differential,0
ruler_789_r,differential,0
ruler_790_r,differential,0
ruler_791_lr,differential,0
ruler_791_lr-rev,differential,0
ruler_792_r,differential,0
ruler_793_r,differential,0
ruler_794_r,differential,0
ruler_795_r,differential,0
ruler_796_lr,differential,0
ruler_796_lr-rev,differential,0
ruler_797_lr,differential,0
ruler_797_lr-rev,differential,0
ruler_798_lr,differential,0
ruler_798_lr-rev,differential,0
ruler_799_lr,differential,0
ruler_799_lr-rev,differential,0
ruler_800_lr,differential,0
ruler_800_lr-rev,differential,0
ruler_801_lr,differential,0
ruler_801_lr-rev,differential,0
ruler_802_r,differential,0
ruler_803_r,differential,0
ruler_804_lr,differential,0
ruler_804_lr-rev,differential,0
ruler_805_lr,differential,0
ruler_805_lr-rev,differential,0
ruler_806_r,differential,0
ruler_807_r,differential,0
ruler_808_r,differential,0
ruler_809_r,differential,0
ruler_810_r,differential,0
ruler_811_r,differential,0
ruler_812_lr,differential,0
ruler_812_lr-rev,differential,0
ruler_813_lr,differential,0
ruler_813_lr-rev,differential,0
ruler_814_r,differential,0
ruler_815_r,differential,0
ruler_816_lr,differential,0
ruler_816_lr-rev,differential,0
ruler_817_r,differential,0
ruler_818_r,differential,0
ruler_819_lr,differential,0
ruler_819_lr-rev,differential,0
ruler_820_r,differential,0
ruler_821_r,differential,0
ruler_822_r,differential,0
ruler_823_r,differential,0
ruler_824_lr,differential,0
ruler_824_lr-rev,differential,0
ruler_825_r,differential,0
ruler_826_r,differential,0
ruler_827_r,differential,0
ruler_828_r,differential,0
ruler_829_r,differential,0
ruler_830_r,differential,0
ruler_831_r,differential,0
ruler_832_lr,differential,0
ruler_832_lr-rev,differential,0
ruler_833_r,differential,0
ruler_834_lr,differential,0
ruler_834_lr-rev,differential,0
ruler_835_lr,differential,0
ruler_835_lr-rev,differential,0
ruler_836_r,differential,0
ruler_837_r,differential,0
ruler_838_r,differential,0
ruler_839_r,differential,0
ruler_840_r,differential,0
ruler_841_r,differential,0
ruler_842_lr,differential,0
ruler_842_lr-rev,differential,0
ruler_843_lr,differential,0
ruler_843_lr-rev,differential,0
ruler_844_lr,differential,0
ruler_844_lr-rev,differential,0
ruler_845_lr,differential,0
ruler_845_lr-rev,differential,0
ruler_846_lr,differential,0
ruler_846_lr-rev,differential,0
ruler_847_lr,differential,0
ruler_847_lr-rev,differential,0
ruler_848_r,differential,0
ruler_849_r,differential,0
ruler_850_r,differential,0
ruler_851_r,differential,0
ruler_852_r,differential,0
ruler_853_r,differential,0
ruler_854_lr,differential,0
ruler_854_lr-rev,differential,0
ruler_855_lr,differential,0
ruler_855_lr-rev,differential,0
ruler_856_r,differential,0
ruler_857_r,differential,0
ruler_858_r,differential,0
ruler_859_r,differential,0
ruler_860_r,differential,0
ruler_861_r,differential,0
ruler_862_r,differential,0
ruler_863_lr,differential,0
ruler_863_lr-rev,differential,0
ruler_864_r,differential,0
ruler_865_r,differential,0
ruler_866_r,differential,0
ruler_867_lr,differential,0
ruler_867_lr-rev,differential,0
ruler_868_r,differential,0
ruler_869_lr,differential,0
ruler_869_lr-rev,differential,0
ruler_870_r,differential,0
ruler_871_r,differential,0
ruler_872_r,differential,0
ruler_873_r,differential,0
ruler_874_lr,differential,0
ruler_874_lr-rev,differential,0
ruler_875_r,differential,0
ruler_876_lr,differential,0
ruler_876_lr-rev,differential,0
ruler_877_lr,differential,0
ruler_877_lr-rev,differential,0
ruler_878_lr,differential,0
ruler_878_lr-rev,differential,0
ruler_879_r,differential,0
ruler_880_r,differential,0
ruler_881_lr,differential,0
ruler_881_lr-rev,differential,0
ruler_882_r,differential,0
ruler_883_r,differential,0
ruler_884_r,differential,0
ruler_885_r,differential,0
ruler_886_r,differential,0
ruler_887_r,differential,0
ruler_888_r,differential,0
ruler_889_r,differential,0
ruler_890_r,differential,0
ruler_891_r,differential,0
ruler_892_r,differential,0
ruler_893_r,differential,0
ruler_894_r,differential,0
ruler_895_r,differential,0
ruler_896_r,differential,0
ruler_897_r,differential,0
ruler_898_r,differential,0
ruler_899_r,differential,0
ruler_900_r,differential,0
ruler_901_r,differential,0
ruler_902_r,differential,0
ruler_903_r,differential,0
ruler_904_r,differential,0
ruler_905_r,differential,0
ruler_906_r,differential,0
ruler_907_lr,differential,0
ruler_907_lr-rev,differential,0
ruler_908_r,differential,0
ruler_909_r,differential,0
ruler_910_r,differential,0
ruler_911_r,differential,0
ruler_912_r,differential,0
ruler_913_r,differential,0
ruler_914_r,differential,0
ruler_915_r,differential,0
ruler_916_r,differential,0
ruler_917_r,differential,0
